TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,2754,Tony,Allen,Tony Allen,SG,31.5,36.5,10.7,,3.19,17
,2772,Trevor,Ariza,Trevor Ariza,SG-SF,29.5,32.0,11.63,,3.29,8
,2857,Andre,Barrett,Andre Barrett,PG,29.0,34.5,10.63,,3.08,13
,101138,Brandon,Bass,Brandon Bass,PF,31.5,33.0,11.61,,3.24,18
,2740,Andris,Biedrins,Andris Biedrins,C,,,,,,
,2800,Tony,Bobbitt,Tony Bobbitt,SG,,,,,,1
,12173,Brian,Boddicker,Brian Boddicker,SF-PF,28.0,30.0,10.93,,3.25,16
,12174,Tim,Bowers,Tim Bowers,PG-SG,37.0,43.5,11.24,,3.21,13
,2810,Andre,Brown,Andre Brown,PF-C,32.0,35.5,11.7,,3.22,18
,2766,Antonio,Burks,Antonio Burks,PG,,,,,,9
,2866,Jackie,Butler,Jackie Butler,C,23.0,25.0,13.32,,3.4,14
,12175,Aleksandar,Capin,Aleksandar Capin,PG,23.0,29.0,11.5,,3.27,4
,12176,Ales,Chan,Ales Chan,C,21.0,29.0,12.9,,3.62,2
,2735,Josh,Childress,Josh Childress,SG-SF,29.0,36.0,11.95,,3.38,11
,200555,TJ,Cummings,TJ Cummings,SF,27.0,31.0,11.58,,3.12,6
,2845,Erik,Daniels,Erik Daniels,SF-PF,31.0,32.0,11.38,,3.19,4
,2736,Luol,Deng,Luol Deng,SF,27.5,31.5,11.46,,3.34,5
,12177,Marcus,Douthit,Marcus Douthit,C-PF,25.5,31.5,11.64,,3.34,1
,2768,Chris,Duhon,Chris Duhon,PG,31.5,35.0,10.45,,3.14,7
,2823,John,Edwards,John Edwards,C,,,,,,15
,2765,Andre,Emmett,Andre Emmett,SG-SF,,,,,,
,2824,Desmon,Farmer,Desmon Farmer,SG,24.0,31.0,10.89,,3.2,12
,2784,Luis,Flores,Luis Flores,PG-SG,29.0,32.0,10.97,,3.1,15
,2782,Matt,Freije,Matt Freije,SF-PF,29.5,31.0,11.15,,3.25,13
,12178,Chris,Garnett,Chris Garnett,C-PF,27.0,31.5,11.75,,3.36,22
,101155,Ryan,Gomes,Ryan Gomes,SF-PF,26.5,30.5,12.49,,3.24,9
,2732,Ben,Gordon,Ben Gordon,PG-SG,31.5,37.5,11.28,,3.19,12
,2734,Devin,Harris,Devin Harris,PG,30.5,37.0,11.03,,3.19,5
,2730,Dwight,Howard,Dwight Howard,PF-C,30.5,35.5,11.21,,3.14,7
,12179,Rolando,Howell,Rolando Howell,PF,28.5,34.5,11.91,,3.28,
,2743,Kris,Humphries,Kris Humphries,PF,29.5,36.0,11.33,,3.2,22
,2738,Andre,Iguodala,Andre Iguodala,SG-SF,30.5,34.5,11.17,,3.18,4
,12180,Martin,Iti,Martin Iti,C-PF,26.5,32.5,12.28,,3.41,13
,2739,Luke,Jackson,Luke Jackson,SF-SG,26.5,36.0,11.1,,3.24,13
,2744,Al,Jefferson,Al Jefferson,PF-SF,28.5,30.0,13.08,,3.29,3
,2865,Arthur,Johnson,Arthur Johnson,PF-C,26.5,28.5,11.81,,3.38,14
,12181,Ivan,Koljevic,Ivan Koljevic,PG,26.0,28.5,11.07,,3.28,4
,12182,Herve,Lamizana,Herve Lamizana,SF-PF,,,,,,
,2778,Sergei,Lishouk,Sergei Lishouk,PF-SF,,,,,,
,2733,Shaun,Livingston,Shaun Livingston,PG-SG,26.5,30.0,10.72,,3.23,
,12184,Jaime,Lloreda,Jaime Lloreda,PF,25.5,29.5,12.93,,3.23,6
,12000,Bryant,Matthews,Bryant Matthews,SF-SG,29.0,34.5,11.08,,3.13,13
,12001,Marcus,Melvin,Marcus Melvin,SF-PF,25.0,30.5,11.81,,3.33,11
,2822,Rich,Melzer,Rich Melzer,PF-SF,24.5,28.5,11.74,,3.39,8
,2777,Ricky,Minard,Ricky Minard,PG-SG,27.5,33.0,10.94,,3.1,13
,12002,James,Moore,James Moore,PF-SF,28.5,32.5,11.01,,3.21,
,12003,Marcus,Moore,Marcus Moore,PG-SG,25.0,30.0,11.31,,3.34,
,12004,Michel,Morandais,Michel Morandais,SG-SF,30.5,33.5,11.45,,3.22,16
,2749,Jameer,Nelson,Jameer Nelson,PG,28.5,33.5,10.95,,3.14,15
,12005,Misan,Nikagbatse,Misan Nikagbatse,SG-PG,27.5,32.5,11.27,,3.32,11
,2731,Emeka,Okafor,Emeka Okafor,C-PF,31.5,34.0,12.32,,3.15,22
,12006,Randall,Orr,Randall Orr,PF-SF,26.5,33.0,11.18,,3.27,6
,12007,Dylan,Page,Dylan Page,SF,26.0,30.0,10.99,,3.4,17
,-1,Drago,Pasalic,Drago Pasalic,PF,25.5,30.0,12.97,,3.56,8
,12008,Rickey,Paulding,Rickey Paulding,SG,30.0,36.0,11.14,,3.17,17
,12009,Kelvin,Pena,Kelvin Pena,SG-PG,27.5,32.5,11.5,,3.24,1
,2773,Tim,Pickett,Tim Pickett,PG-SG,,,,,,
,12010,Omar,Quintero,Omar Quintero,PG,25.0,29.0,11.37,,3.25,2
,2762,Peter,Ramos,Peter Ramos,C,24.0,26.5,12.61,,3.6,2
,2876,Jared,Reiner,Jared Reiner,C-PF,22.0,26.0,12.65,,3.56,15
,101160,Lawrence,Roberts,Lawrence Roberts,PF,27.5,33.0,12.52,,3.3,18
,2774,Bernard,Robinson,Bernard Robinson,SG-SF,28.5,34.5,10.91,,3.17,14
,101126,Nate,Robinson,Nate Robinson,PG,35.5,43.5,10.75,,2.96,13
,12011,Aerick,Sanders,Aerick Sanders,PF,24.5,30.5,11.98,,3.37,9
,2781,Romain,Sato,Romain Sato,SG,31.5,35.5,11.27,,3.18,8
,12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,23.5,31.5,10.93,,3.39,8
,2746,Josh,Smith,Josh Smith,SG-SF,32.5,39.5,11.43,,3.24,12
,2747,J.R.,Smith,J.R. Smith,SG-SF,29.0,35.5,10.93,,3.21,5
,2745,Kirk,Snyder,Kirk Snyder,SG-SF,30.0,35.0,10.79,,3.13,19
,2776,Pape,Sow,Pape Sow,PF-C,28.0,31.5,12.13,,3.27,18
,12014,Tiago,Splitter,Tiago Splitter,C-PF,26.0,31.5,11.65,,3.38,8
,12015,Blake,Stepp,Blake Stepp,PG,,,,,,
,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,23.0,26.5,13.13,,3.63,15
,12296,Marko,Tomas,Marko Tomas,SG-PG,32.0,31.5,11.8,,3.23,
,2757,Beno,Udrih,Beno Udrih,PG,,,,,,2
,2761,Jackson,Vroman,Jackson Vroman,PF-C,29.5,33.5,10.75,,3.25,12
,2753,Delonte,West,Delonte West,PG-SG,30.0,35.0,11.2,,3.15,12
,2863,Damien,Wilkins,Damien Wilkins,SG-SF,26.5,31.0,11.92,,3.15,15
,12292,Mike,Williams,Mike Williams,SF,23.5,27.5,11.59,,3.42,
,12293,Nate,Williams,Nate Williams,PF-SF,23.5,26.0,12.6,,3.35,1
,12294,Rashad,Wright,Rashad Wright,PG,28.5,32.5,11.15,,3.28,10
